,Course Title,Instructor,Rating,No of students who gave rating,Hours to complete course,No of Lectures,Level,Image link,Course URL,Description,Discounted Price,Price,Category,Subcategory,Sub subcategory
1029,C# Performance Tricks: How To Radically Speed Up Your Code.,Mark Farragher,4.6,"1,028",4.5 total hours,38 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/csharp-performance-tricks-how-to-radically-optimize-your-code/,This course will help you speed up your C# code and provides many tricks that every professional developer must know.,₹385,"₹7,680",Development,Programming Languages,C#
1030,Build NodeJS applications with Mongodb,Kati Frantz,4.3,"1,027",4.5 total hours,59 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/node-js-mongo-db-2018/,"Learn to build fullstack web applications with the most popular server side framework, NodeJS",₹385,"₹8,640",Development,Web Development,Node.Js
1031,Complete React Native in 2021: Zero to Mastery [with Hooks],"Andrei Neagoie, Mo Binni",4.5,"1,024",28 total hours,334 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/complete-react-native-mobile-development-zero-to-mastery-with-hooks/,Master React Native for iOS and Android Mobile App Development using JavaScript. Build a modern e-commerce mobile app!,₹385,"₹8,640",Development,Mobile Development,React Native
1032,Docker Course for Beginners,EdYoda Digital University,4.1,"1,024",1.5 total hours,11 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/docker-container-course-for-beginners/,Dive into the world of Docker and learn about Dockerfiles and Container Management,₹385,"₹1,920",Development,Data Science,Docker
1033,Python Programming Course Bundle : Build 15 Applications,Rahul Mula,4.4,"1,021",21 total hours,206 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/full-python-programming/,"Learn python programming with djnago, machine learning, etc. for anyone who wants to become an advanced level programmer",₹385,"₹8,640",Development,Programming Languages,Data Science
1034,Object Oriented Programming with C# - Beginner to Advanced,Tod Vachev,4.3,"1,021",5.5 total hours,73 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/object-oriented-programming-with-csharp-beginner-to-advanced/,"Detailed step-by-step guide to Classes, Interfaces and many other OOP Concepts - Object-Oriented Programming Concepts",₹385,"₹8,640",Development,Programming Languages,C#
1035,The Complete iOS 14 / iOS 13 Developer Course - and SwiftUI!,"Codestars by Rob Percival, Atil Samancioglu",4.2,"1,019",37.5 total hours,310 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-complete-ios-developer-course-with-swift/,"Learn iOS 14 development with Swift 5 + Xcode 12. Build apps, games (Instagram, Foursquare etc) + also discover SwiftUI!",₹446,"₹9,920",Development,Mobile Development,iOS Development
1036,Learn To Code By Making a 2D Platformer in Unity & C#,James Doyle,4.7,"1,018",15 total hours,115 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/unityplatformer/,Game development made easy. Learn C# with Unity and create your very own 2D Platformer!,₹385,"₹8,640",Development,Game Development,Unity
1037,Java For Everyone - Zero to Hero,Chandan Kumar,4,"1,015",22.5 total hours,26 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/java-for-everyone-zero-to-hero/,"Core Java, OOPS, Collection, Exception Handling, Design Pattern",₹385,"₹1,280",Development,Programming Languages,Design Pattern
1038,"REST Assured API Automation,Allure Reports - An Introduction",Tejasvi Hegde,4.4,"1,014",4.5 total hours,51 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/rest-api-testing-with-rest-assuredpostman-part1/,This course will help you get started with REST Assured & Allure Reports using Junit4,₹385,"₹1,280",Development,Software Testing,API Testing
1039,Mastering RxSwift in iOS,Mohammad Azam,4.5,"1,013",7 total hours,97 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/mastering-rxswift-in-ios/,Reactive Programming Using Swift Programming Language,₹385,"₹8,640",Development,Mobile Development,RxSwift
1040,The Ultimate 2021 Fullstack Web Development Bootcamp,"Kane Ezki, Kalob Taulien, Radek Wilk",4.6,"1,012",40 total hours,559 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/the-ultimate-fullstack-web-development-bootcamp/,"Become a fullstack web developer (and get a job) by taking this ONE course, even if you've never coded before.",₹385,"₹8,640",Development,Web Development,Full Stack Web Development
1041,React and Flux Web Development for Beginners,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",3.8,"1,009",11 total hours,62 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/react-flux/,The comprehensive guide to building professional web apps with Facebook's React & Flux,₹385,"₹6,400",Development,Web Development,Flux
1042,Learn C# for Beginners Crash Course,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy",4.6,"1,008",13 total hours,157 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-csharp-for-beginners-crash-course/,Obtain C# Programming Language Skills With This C# Tutorial.  Acquire Essentials Skills To Get a C# Developer Job Today.,₹385,"₹6,400",Development,Programming Languages,C#
1043,2021 Python for Data Science & Machine Learning from A-Z,"Juan E. Galvan, Ahmed Wael",4.4,"1,004",23 total hours,140 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/python-for-data-science-machine-learning/,"Become a professional Data Scientist and learn how to use NumPy, Pandas, Machine Learning and more!",₹385,"₹7,680",Development,Data Science,Null
1044,The Complete Salesforce Development Course,Manish Choudhari,4.6,"1,003",31.5 total hours,283 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/salesforce-development/,Salesforce full stack development with Apex and Lightning. The only course you need to become a Salesforce Developer.,₹385,"₹7,680",Development,Web Development,Salesforce
1045,Mainframe: The Complete COBOL Course From Beginner To Expert,Sandeep Kumar,4.3,"1,002",9.5 total hours,92 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/mainframe-the-complete-cobol-course-from-beginner-to-expert/,Become an Expert on COBOL Programs by coding it. Run COBOL Programs with JCL. Basic TSO/ISPF operations are also covered,₹385,"₹8,640",Development,Programming Languages,COBOL
1046,Learn Atlassian JIRA - For Agile Software Development Teams,Manish Verma,3.6,"1,002",9.5 total hours,76 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/learn-jira-in-4-hours/,Learn Atlassian JIRA from Scratch and start using it effectively for Software Development and Testing.,₹385,"₹3,200",Development,Software Development Tools,JIRA
1047,Deep Learning :Adv. Computer Vision (object detection+more!),Jay Bhatt,4.5,"1,001",7.5 total hours,34 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/advanced-computer-vision-transfer-learning-with-tensorflow/,"Transfer Learning, TensorFlow Object detection, Classification, Yolo object detection, real time projects much more..!!",₹385,"₹1,280",Development,Data Science,Computer Vision
1048,"Architect Android apps with MVP, Dagger, Retrofit & RxJava","Rene Gens, TetraNoodle Team, Manuj Aggarwal",3.6,998,5.5 total hours,49 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/architect-android-apps-with-mvp-pattern-rxjava-dagger-retrofit-junit/,Learn software architecture skills. Build apps with Model-View-Presenter pattern. Make apps more robust and fun.,₹385,"₹8,640",Development,Mobile Development,Android Development
1049,Beginners guide to Android App Development (Step by Step),"EdYoda Digital University, Qaifi Khan",4.2,996,4 total hours,17 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/a-beginners-guide-to-android-app-development/,Learn the Basics of Developing an Android App and Build your very own Bluetooth Chat Application from Scratch.,₹385,"₹3,200",Development,Mobile Development,Android Development
1050,Professional WordPress Theme & Plugin Development,Juan Pablo De la torre Valdez,4.2,996,35 total hours,403 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/photoshop-psd-to-wordpress-theme-development-from-scratch/,"Learn how to create your own WordPress Themes & Plugins with code from Scratch, Create Amazing Dynamic WordPress Sites!",₹385,"₹8,640",Development,Web Development,Photoshop
1051,Unity & C# - Build A Complete 2D Mobile Platformer Game,"AbleGamesDev ., Joe Parys Support, Joe Parys",4.5,995,19 total hours,138 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/unity-2d-course-build-a-mobile-platformer-game-from-scratch/,Learn How to Develop a Complete 2D Mobile Platformer Game in Unity C# From Start to Launch in Google Play Store,₹385,"₹8,640",Development,Game Development,Mobile Game Development
1052,"Software Testing,QA Testing, Manual Testing,SDLC,Test Plan",QAEversity .,4.2,994,2 total hours,13 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/software-testing-qa-fundamentals-and-manual-testing-concept/,"Become an expert QA Tester by mastering software testing, manual testing, SDLC, test plan and test case concepts..",₹385,"₹2,240",Development,Software Testing,Quality Assurance
1053,Symfony 4 & 5 Web Development Guide: Beginner To Advanced,"Symfony, Laravel & PHPUnit Stuff",4,994,24.5 total hours,312 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/symfony-4-web-development-from-beginner-to-advanced/,"Master Symfony PHP framework: from theory, through simple crud app, up to creating an advanced Real Life Application",₹385,"₹8,640",Development,Web Development,Symfony
1054,XPath locators for Selenium,Dmitry Shyshkin,4.6,993,2.5 total hours,25 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/xpath-locators-for-selenium/,Build complex XPath locators for Selenium automation that will work on any web element,₹385,"₹5,120",Development,Software Testing,Selenium Testing Framework
1055,JavaScript Interview Prep: Practice Problems,Eric Traub,4.5,992,4 total hours,122 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/javascript-interview-prep/,Ace your next JavaScript coding interview by doing practice questions.  Learn important javascript skills & concepts.,₹385,"₹8,640",Development,Software Engineering,Coding Interview
1056,Data Science & Machine Learning with R from A-Z Masterclass,"Juan E. Galvan, Ismail Tigrek",4.5,992,28.5 total hours,80 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/data-science-and-machine-learning-with-r-from-a-z/,"Become a professional Data Scientist with R and learn Machine Learning, Data Analysis + Visualization, Web Apps + more!",₹385,"₹8,640",Development,Data Science,Machine Learning
1057,Java Message Service - JMS Fundamentals,Bharath Thippireddy,4.4,991,5.5 total hours,101 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/java-message-service-jms-fundamentals/,Master the fundamentals of Java Messaging in Simple Steps,₹385,"₹1,280",Development,Web Development,Java
1058,Python Best Parts: Standard Library   (Beginner to Advanced),Zoltán Pető,4.8,987,33 total mins,14 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/best-top-python-3-advanced-programming-basics-for-beginners/,TOP NEW FREE Python 3 programming training tutorial. Intermediate language introduction. Pro development code course.,₹385,"₹1,280",Development,Programming Languages,Python
1059,Python for Beginners - Learn Programming from scratch,Edwin Diaz,4.4,985,2.5 total hours,42 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/python-for-beginners-learn-programming-from-scratch/,Python For Beginners : This course is meant for absolute beginners in programming or in python.,₹385,"₹6,400",Development,Programming Languages,Python
1060,[NEW] Amazon ECS & Fargate Master Class - Docker on AWS,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer, Gerd Koenig",4.7,982,8.5 total hours,67 lectures,Beginner,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/aws-ecs-fargate/,"Learn ECS & Fargate, Load Balancing, Auto Scaling, ECR, CICD for ECS, Blue/Green, X-Ray, Service Discovery, App Mesh",₹385,"₹5,440",Development,Software Engineering,Amazon ECS
1061,"DevOps with AWS CodePipeline, Jenkins and AWS CodeDeploy","TetraNoodle Team, Manuj Aggarwal",4.6,981,3 total hours,33 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/ci-and-cd-with-aws-codepipeline-jenkins-and-aws-codedeploy/,Learn DevOps skills with rising demand. Continuous integration and continuous delivery in the AWS cloud,₹385,"₹8,640",Development,Software Development Tools,Jenkins
1062,Modern C++ Concurrency in Depth ( C++17/20),Kasun Liyanage,4.4,981,10 total hours,98 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/modern-cpp-concurrency-in-depth/,"modern c++ concurrency features including memory model, lock free data structure, thread pools, coroutines.",₹385,"₹4,480",Development,Programming Languages,C++
1063,Robot Framework - Jenkins CI & Git Version Control,Bryan Lamb,4.5,980,2 total hours,26 lectures,Intermediate,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/robot-framework-jenkins-git/,Robot Framework Agile best practices and automated continuous testing!,₹385,"₹8,640",Development,Software Testing,Robot Framework
1064,Neural Networks in Python: Deep Learning for Beginners,Start-Tech Academy,4.2,976,9.5 total hours,67 lectures,All Levels,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/neural-network-understanding-and-building-an-ann-in-python/,Learn Artificial Neural Networks (ANN) in Python. Build predictive deep learning models using Keras & Tensorflow| Python,₹385,"₹1,280",Development,Data Science,Neural Networks
